Year,Nationality,Placement State,Placement City,Value
2017,Afghanistan,Alabama,Mobile,9
2017,Afghanistan,Arizona,Glendale,10
2017,Afghanistan,Arizona,Phoenix,45
2017,Afghanistan,Arizona,Tucson,10
2017,Afghanistan,Arkansas,Phoenix,1
2017,Afghanistan,California,Anaheim,1
2017,Afghanistan,California,El Cajon,1
2017,Afghanistan,California,Escondido,6
2017,Afghanistan,California,Fremont,1
2017,Afghanistan,California,Fullerton,1
2017,Afghanistan,California,Glendale,8
2017,Afghanistan,California,Oakland,4
2017,Afghanistan,California,Sacramento,41
2017,Afghanistan,California,San Diego,31
2017,Afghanistan,California,San Jose,1
2017,Afghanistan,California,Turlock,11
2017,Afghanistan,Colorado,Denver,18
2017,Afghanistan,Connecticut,Hartford,1
2017,Afghanistan,Connecticut,New Haven,17
2017,Afghanistan,Florida,Jacksonville,10
2017,Afghanistan,Georgia,Atlanta,15
2017,Afghanistan,Georgia,Clarkston,1
2017,Afghanistan,Georgia,Savannah,17
2017,Afghanistan,Georgia,Stone Mountain,5
2017,Afghanistan,Idaho,Boise,4
2017,Afghanistan,Illinois,Aurora,4
2017,Afghanistan,Illinois,Chicago,24
2017,Afghanistan,Illinois,Rockford,5
2017,Afghanistan,Indiana,Bloomington,6
2017,Afghanistan,Indiana,Indianapolis,5
2017,Afghanistan,Iowa,Des Moines,7
2017,Afghanistan,Kentucky,Louisville,1
2017,Afghanistan,Maryland,Baltimore,2
2017,Afghanistan,Maryland,Hyattsville,6
2017,Afghanistan,Maryland,Riverdale,4
2017,Afghanistan,Maryland,Silver Spring,14
2017,Afghanistan,Massachusetts,Boston,3
2017,Afghanistan,Massachusetts,Lowell,6
2017,Afghanistan,Massachusetts,Springfield,1
2017,Afghanistan,Michigan,Battle Creek,1
2017,Afghanistan,Michigan,Grand Rapids,13
2017,Afghanistan,Michigan,Holland,4
2017,Afghanistan,Michigan,Lansing,16
2017,Afghanistan,Michigan,Troy,2
2017,Afghanistan,Missouri,Kansas City,7
2017,Afghanistan,Missouri,Saint Louis,13
2017,Afghanistan,Nevada,Las Vegas,20
2017,Afghanistan,Nevada,Reno,6
2017,Afghanistan,New Jersey,Highland Park,6
2017,Afghanistan,New York,Albany,14
2017,Afghanistan,New York,Buffalo,32
2017,Afghanistan,New York,Clay,4
2017,Afghanistan,New York,Cohoes,4
2017,Afghanistan,New York,Syracuse,15
2017,Afghanistan,New York,Watervliet,7
2017,Afghanistan,North Carolina,Charlotte,9
2017,Afghanistan,North Carolina,Durham,9
2017,Afghanistan,North Carolina,Raleigh,16
2017,Afghanistan,North Carolina,Winston-Salem,2
2017,Afghanistan,Ohio,Akron,15
2017,Afghanistan,Ohio,Cleveland Heights,5
2017,Afghanistan,Ohio,Cuyahoga Falls,1
2017,Afghanistan,Oregon,Portland,9
2017,Afghanistan,Pennsylvania,Allentown,2
2017,Afghanistan,Pennsylvania,Philadelphia,10
2017,Afghanistan,Pennsylvania,Roslyn,2
2017,Afghanistan,Rhode Island,Providence,1
2017,Afghanistan,South Carolina,Charleston,2
2017,Afghanistan,South Carolina,Columbia,12
2017,Afghanistan,Tennessee,Memphis,1
2017,Afghanistan,Tennessee,Nashville,9
2017,Afghanistan,Texas,Austin,26
2017,Afghanistan,Texas,Dallas,12
2017,Afghanistan,Texas,Fort Worth,6
2017,Afghanistan,Texas,Houston,17
2017,Afghanistan,Texas,San Antonio,6
2017,Afghanistan,Utah,Salt Lake City,14
2017,Afghanistan,Virginia,Charlottesville,4
2017,Afghanistan,Virginia,Falls Church,1
2017,Afghanistan,Virginia,Fredericksburg,2
2017,Afghanistan,Virginia,Harrisonburg,6
2017,Afghanistan,Virginia,Newport News,22
2017,Afghanistan,Virginia,Richmond,32
2017,Afghanistan,Virginia,Roanoke,6
2017,Afghanistan,Virginia,Woodbridge,2
2017,Afghanistan,Washington,Kent,1
2017,Afghanistan,Washington,Seattle,11
2017,Afghanistan,Washington,Spokane,7
2017,Afghanistan,Washington,Tacoma,4
2017,Afghanistan,Wisconsin,Oshkosh,1
2017,Armenia,California,Glendale,23
2017,Armenia,California,Mather,6
2017,Armenia,California,North Hollywood,2
2017,Armenia,California,Rancho Cordova,21
2017,Armenia,Ohio,Cleveland Heights,4
2017,Armenia,Washington,Spokane,5
2017,Azerbaijan,New York,New York,6
2017,Bangladesh,Colorado,Denver,1
2017,Bangladesh,Georgia,Atlanta,1
2017,Bangladesh,Illinois,Chicago,1
2017,Bangladesh,Pennsylvania,Philadelphia,2
2017,Belarus,California,Antelope,8
2017,Belarus,California,Sacramento,9
2017,Belarus,Massachusetts,Westfield,10
2017,Belarus,Minnesota,Minneapolis,6
2017,Belarus,Minnesota,Ramsey,5
2017,Belarus,New York,Buffalo,1
2017,Belarus,New York,New York,1
2017,Belarus,New York,Utica,12
2017,Belarus,North Carolina,Pineville,1
2017,Belarus,Ohio,Columbus,4
2017,Belarus,Pennsylvania,Erie,3
2017,Belarus,Pennsylvania,Philadelphia,17
2017,Belarus,South Carolina,Boiling Springs,1
2017,Belarus,Washington,Auburn,9
2017,Belarus,Washington,Bellevue,1
2017,Belarus,Washington,Seattle,5
2017,Belarus,Washington,Tacoma,6
2017,Bhutan,Arizona,Glendale,3
2017,Bhutan,Arizona,Phoenix,3
2017,Bhutan,Arizona,Tucson,9
2017,Bhutan,California,San Diego,7
2017,Bhutan,Colorado,Aurora,3
2017,Bhutan,Colorado,Denver,51
2017,Bhutan,Colorado,Greeley,6
2017,Bhutan,Colorado,Lakewood,18
2017,Bhutan,Connecticut,Hartford,4
2017,Bhutan,Florida,Jacksonville,3
2017,Bhutan,Georgia,Atlanta,125
2017,Bhutan,Georgia,Clarkston,27
2017,Bhutan,Georgia,Lilburn,1
2017,Bhutan,Georgia,Snellville,1
2017,Bhutan,Georgia,Stone Mountain,5
2017,Bhutan,Idaho,Boise,14
2017,Bhutan,Idaho,Twin Falls,35
2017,Bhutan,Illinois,Aurora,18
2017,Bhutan,Illinois,Carol Stream,7
2017,Bhutan,Illinois,Chicago,19
2017,Bhutan,Illinois,Wheaton,6
2017,Bhutan,Indiana,Indianapolis,2
2017,Bhutan,Indiana,Jeffersonville,1
2017,Bhutan,Iowa,Cedar Rapids,2
2017,Bhutan,Iowa,Des Moines,73
2017,Bhutan,Iowa,West Des Moines,3
2017,Bhutan,Kansas,Kansas City,27
2017,Bhutan,Kentucky,Bowling Green,9
2017,Bhutan,Kentucky,Lexington,19
2017,Bhutan,Kentucky,Louisville,96
2017,Bhutan,Maryland,Baltimore,24
2017,Bhutan,Maryland,Silver Spring,1
2017,Bhutan,Massachusetts,Lowell,6
2017,Bhutan,Massachusetts,Springfield,26
2017,Bhutan,Massachusetts,West Springfield,6
2017,Bhutan,Massachusetts,Westfield,29
2017,Bhutan,Massachusetts,Worcester,45
2017,Bhutan,Michigan,Grand Rapids,79
2017,Bhutan,Michigan,Lansing,46
2017,Bhutan,Minnesota,Little Canada,2
2017,Bhutan,Minnesota,Minneapolis,26
2017,Bhutan,Minnesota,Roseville,1
2017,Bhutan,Minnesota,Saint Paul,7
2017,Bhutan,Missouri,Kansas City,7
2017,Bhutan,Missouri,Saint Louis,24
2017,Bhutan,Nebraska,Omaha,139
2017,Bhutan,Nevada,Las Vegas,6
2017,Bhutan,New Hampshire,Concord,47
2017,Bhutan,New Hampshire,Manchester,22
2017,Bhutan,New York,Buffalo,59
2017,Bhutan,New York,Henrietta,3
2017,Bhutan,New York,Rochester,72
2017,Bhutan,New York,Syracuse,56
2017,Bhutan,New York,Utica,11
2017,Bhutan,North Carolina,Charlotte,92
2017,Bhutan,North Carolina,Greensboro,34
2017,Bhutan,North Carolina,High Point,20
2017,Bhutan,North Carolina,Winston-Salem,2
2017,Bhutan,North Dakota,Fargo,145
2017,Bhutan,North Dakota,Grand Forks,39
2017,Bhutan,Ohio,Akron,298
2017,Bhutan,Ohio,Cincinnati,98
2017,Bhutan,Ohio,Cleveland,70
2017,Bhutan,Ohio,Cleveland Heights,31
2017,Bhutan,Ohio,Columbus,383
2017,Bhutan,Ohio,Cuyahoga Falls,14
2017,Bhutan,Ohio,Fairfield,5
2017,Bhutan,Ohio,Lakewood,1
2017,Bhutan,Ohio,Liberty Township,1
2017,Bhutan,Ohio,Mount Healthy,6
2017,Bhutan,Oregon,Portland,40
2017,Bhutan,Pennsylvania,Brentwood,18
2017,Bhutan,Pennsylvania,Castle Shannon,4
2017,Bhutan,Pennsylvania,Erie,86
2017,Bhutan,Pennsylvania,Harrisburg,83
2017,Bhutan,Pennsylvania,Lancaster,39
2017,Bhutan,Pennsylvania,Philadelphia,56
2017,Bhutan,Pennsylvania,Pittsburgh,135
2017,Bhutan,Pennsylvania,Scranton,35
2017,Bhutan,South Dakota,Sioux Falls,88
2017,Bhutan,Tennessee,Antioch,20
2017,Bhutan,Tennessee,Memphis,7
2017,Bhutan,Tennessee,Nashville,67
2017,Bhutan,Texas,Austin,11
2017,Bhutan,Texas,Dallas,49
2017,Bhutan,Texas,Fort Worth,71
2017,Bhutan,Texas,Houston,38
2017,Bhutan,Texas,San Antonio,18
2017,Bhutan,Utah,Salt Lake City,13
2017,Bhutan,Utah,South Salt Lake,9
2017,Bhutan,Vermont,Burlington,56
2017,Bhutan,Vermont,Colchester,8
2017,Bhutan,Vermont,Essex Junction,1
2017,Bhutan,Vermont,South Burlington,6
2017,Bhutan,Vermont,Winooski,15
2017,Bhutan,Virginia,Charlottesville,12
2017,Bhutan,Virginia,Henrico,5
2017,Bhutan,Virginia,Richmond,22
2017,Bhutan,Virginia,Roanoke,10
2017,Bhutan,Washington,Kent,4
2017,Bhutan,Washington,Seattle,22
2017,Bhutan,Washington,Spokane,9
2017,Bhutan,Wisconsin,Madison,3
2017,Botswana,Idaho,Boise,1
2017,Burkina Faso (UVolta),Nevada,Las Vegas,1
2017,Burma,Alabama,Birmingham,1
2017,Burma,Arizona,Glendale,25
2017,Burma,Arizona,Phoenix,34
2017,Burma,Arizona,Tucson,2
2017,Burma,Arkansas,Fayetteville,2
2017,Burma,Arkansas,Springdale,2
2017,Burma,California,Alhambra,3
2017,Burma,California,Castro Valley,2
2017,Burma,California,Daly City,4
2017,Burma,California,El Cajon,2
2017,Burma,California,Fullerton,8
2017,Burma,California,Oakland,4
2017,Burma,California,Oceanside,1
2017,Burma,California,Sacramento,1
2017,Burma,California,San Diego,6
2017,Burma,California,San Gabriel,2
2017,Burma,California,San Jose,1
2017,Burma,Colorado,Aurora,12
2017,Burma,Colorado,Colorado Springs,1
2017,Burma,Colorado,Denver,46
2017,Burma,Colorado,Greeley,59
2017,Burma,Colorado,Lafayette,1
2017,Burma,Colorado,Lakewood,9
2017,Burma,Connecticut,Hartford,15
2017,Burma,Florida,Jacksonville,33
2017,Burma,Florida,Miami,5
2017,Burma,Florida,Orlando,2
2017,Burma,Florida,Palm Springs,1
2017,Burma,Georgia,Atlanta,111
2017,Burma,Georgia,Avondale Estates,3
2017,Burma,Georgia,Clarkston,63
2017,Burma,Georgia,Decatur,1
2017,Burma,Georgia,Lilburn,1
2017,Burma,Georgia,Norcross,3
2017,Burma,Georgia,Savannah,1
2017,Burma,Georgia,Stone Mountain,5
2017,Burma,Georgia,Tucker,2
2017,Burma,Idaho,Boise,13
2017,Burma,Illinois,Aurora,4
2017,Burma,Illinois,Carol Stream,18
2017,Burma,Illinois,Chicago,99
2017,Burma,Illinois,East Moline,4
2017,Burma,Illinois,Glen Ellyn,1
2017,Burma,Illinois,Glendale Heights,3
2017,Burma,Illinois,Moline,7
2017,Burma,Illinois,Monmouth,6
2017,Burma,Illinois,Rock Island,16
2017,Burma,Illinois,Rockford,12
2017,Burma,Illinois,West Chicago,1
2017,Burma,Illinois,Wheaton,21
2017,Burma,Indiana,Beech Grove,3
2017,Burma,Indiana,Fort Wayne,81
2017,Burma,Indiana,Greenwood,1
2017,Burma,Indiana,Indianapolis,256
2017,Burma,Indiana,Logansport,2
2017,Burma,Indiana,Southport,3
2017,Burma,Indiana,Whiteland,6
2017,Burma,Iowa,Cedar Rapids,2
2017,Burma,Iowa,Clive,5
2017,Burma,Iowa,Columbus Junction,4
2017,Burma,Iowa,Des Moines,42
2017,Burma,Iowa,Marshalltown,10
2017,Burma,Iowa,Ottumwa,1
2017,Burma,Iowa,Urbandale,2
2017,Burma,Iowa,Waterloo,4
2017,Burma,Kansas,Garden City,33
2017,Burma,Kansas,Kansas City,51
2017,Burma,Kansas,Wichita,10
2017,Burma,Kentucky,Bowling Green,51
2017,Burma,Kentucky,Crescent Springs,3
2017,Burma,Kentucky,Jeffersontown,3
2017,Burma,Kentucky,Louisville,31
2017,Burma,Kentucky,Owensboro,15
2017,Burma,Louisiana,Baton Rouge,4
2017,Burma,Louisiana,Bossier City,4
2017,Burma,Louisiana,Metairie,3
2017,Burma,Maryland,Baltimore,77
2017,Burma,Maryland,Gwynn Oak,2
2017,Burma,Maryland,Hyattsville,2
2017,Burma,Maryland,Riverdale,4
2017,Burma,Maryland,Silver Spring,2
2017,Burma,Massachusetts,Boston,4
2017,Burma,Massachusetts,Worcester,6
2017,Burma,Michigan,Battle Creek,27
2017,Burma,Michigan,Grand Rapids,77
2017,Burma,Michigan,Kalamazoo,4
2017,Burma,Michigan,Kentwood,1
2017,Burma,Michigan,Lansing,16
2017,Burma,Michigan,Springfield,3
2017,Burma,Minnesota,Albert Lea,1
2017,Burma,Minnesota,Austin,3
2017,Burma,Minnesota,Minneapolis,77
2017,Burma,Minnesota,Roseville,4
2017,Burma,Minnesota,Saint Cloud,4
2017,Burma,Minnesota,Saint Paul,78
2017,Burma,Mississippi,Jackson,3
2017,Burma,Missouri,Kansas City,21
2017,Burma,Missouri,Monett,1
2017,Burma,Missouri,Saint Louis,3
2017,Burma,Missouri,Springfield,8
2017,Burma,Nebraska,Crete,3
2017,Burma,Nebraska,Lincoln,22
2017,Burma,Nebraska,Norfolk,2
2017,Burma,Nebraska,Omaha,149
2017,Burma,Nevada,Las Vegas,7
2017,Burma,New Hampshire,Concord,19
2017,Burma,New Hampshire,Nashua,16
2017,Burma,New Jersey,Elizabeth,5
2017,Burma,New Jersey,Hamilton Township,2
2017,Burma,New Jersey,Oakland,1
2017,Burma,New York,Albany,30
2017,Burma,New York,Buffalo,126
2017,Burma,New York,Forest Hills,2
2017,Burma,New York,Ithaca,1
2017,Burma,New York,New York,1
2017,Burma,New York,Rensselaer,6
2017,Burma,New York,Rochester,28
2017,Burma,New York,Schenectady,1
2017,Burma,New York,Syracuse,27
2017,Burma,New York,Utica,52
2017,Burma,North Carolina,Carrboro,3
2017,Burma,North Carolina,Chapel Hill,4
2017,Burma,North Carolina,Charlotte,75
2017,Burma,North Carolina,Durham,9
2017,Burma,North Carolina,Greensboro,3
2017,Burma,North Carolina,High Point,16
2017,Burma,North Carolina,New Bern,21
2017,Burma,North Carolina,North Wilkesboro,2
2017,Burma,North Carolina,Raleigh,11
2017,Burma,Ohio,Akron,19
2017,Burma,Ohio,Columbus,15
2017,Burma,Ohio,Lakewood,6
2017,Burma,Oklahoma,Glenpool,16
2017,Burma,Oklahoma,Guymon,10
2017,Burma,Oklahoma,Jenks,25
2017,Burma,Oklahoma,Oklahoma City,17
2017,Burma,Oklahoma,Tulsa,59
2017,Burma,Oregon,Portland,18
2017,Burma,Pennsylvania,Elizabethtown,5
2017,Burma,Pennsylvania,Enola,1
2017,Burma,Pennsylvania,Erie,1
2017,Burma,Pennsylvania,Lancaster,17
2017,Burma,Pennsylvania,Philadelphia,24
2017,Burma,Pennsylvania,Pittsburgh,12
2017,Burma,Pennsylvania,Roslyn,1
2017,Burma,South Carolina,Cayce,2
2017,Burma,South Carolina,Columbia,12
2017,Burma,South Dakota,Sioux Falls,53
2017,Burma,Tennessee,Antioch,4
2017,Burma,Tennessee,Knoxville,3
2017,Burma,Tennessee,La Vergne,4
2017,Burma,Tennessee,Nashville,44
2017,Burma,Tennessee,Smyrna,2
2017,Burma,Texas,Allen,1
2017,Burma,Texas,Alvin,1
2017,Burma,Texas,Amarillo,31
2017,Burma,Texas,Austin,28
2017,Burma,Texas,Cactus,1
2017,Burma,Texas,Dallas,157
2017,Burma,Texas,Dumas,5
2017,Burma,Texas,Fort Worth,53
2017,Burma,Texas,Garland,18
2017,Burma,Texas,Houston,85
2017,Burma,Texas,Lewisville,47
2017,Burma,Texas,Manor,1
2017,Burma,Texas,Midland,16
2017,Burma,Texas,North Richland Hills,4
2017,Burma,Texas,Pflugerville,1
2017,Burma,Texas,Plano,1
2017,Burma,Texas,Port Lavaca,2
2017,Burma,Texas,Richardson,2
2017,Burma,Texas,Richland Hills,2
2017,Burma,Texas,San Antonio,53
2017,Burma,Texas,Sherman,4
2017,Burma,Utah,Salt Lake City,56
2017,Burma,Vermont,Winooski,5
2017,Burma,Virginia,Henrico,4
2017,Burma,Virginia,Richmond,1
2017,Burma,Virginia,Roanoke,4
2017,Burma,Washington,Kennewick,14
2017,Burma,Washington,Seattle,36
2017,Burma,Washington,Spokane,11
2017,Burma,Washington,Tukwila,2
2017,Burma,Washington,Vancouver,2
2017,Burma,West Virginia,Moorefield,4
2017,Burma,Wisconsin,Greendale,1
2017,Burma,Wisconsin,Greenfield,3
2017,Burma,Wisconsin,Milwaukee,305
2017,Burma,Wisconsin,Sheboygan,10
2017,Burundi,Arizona,Phoenix,10
2017,Burundi,Arizona,Tolleson,3
2017,Burundi,Arizona,Tucson,4
2017,Burundi,California,San Diego,2
2017,Burundi,Connecticut,Hartford,7
2017,Burundi,Illinois,Rockford,15
2017,Burundi,Massachusetts,Lowell,5
2017,Burundi,Massachusetts,Newton,6
2017,Burundi,Massachusetts,Springfield,4
2017,Burundi,Michigan,Grand Rapids,3
2017,Burundi,Michigan,Lansing,1
2017,Burundi,Missouri,Columbia,2
2017,Burundi,New York,Buffalo,7
2017,Burundi,New York,Syracuse,9
2017,Burundi,Ohio,Cleveland,10
2017,Burundi,Rhode Island,Providence,11
2017,Burundi,Tennessee,Knoxville,5
2017,Burundi,Texas,Abilene,6
2017,Burundi,Texas,Austin,6
2017,Burundi,Texas,Fort Worth,11
2017,Burundi,Utah,Salt Lake City,3
2017,Burundi,Virginia,Roanoke,5
2017,Burundi,Washington,Spokane,1
2017,Cambodia,North Carolina,High Point,3
2017,Cameroon,Arizona,Tucson,1
2017,Cameroon,Arkansas,Fayetteville,2
2017,Cameroon,California,San Diego,1
2017,Cameroon,Colorado,Denver,1
2017,Cameroon,Illinois,Chicago,1
2017,Cameroon,Kentucky,Lexington,1
2017,Cameroon,Michigan,Grand Rapids,1
2017,Cameroon,Nevada,Las Vegas,6
2017,Cameroon,Pennsylvania,Philadelphia,1
2017,Cameroon,Washington,Spokane,2
2017,Central African Republic,Arizona,Glendale,3
2017,Central African Republic,Arizona,Tucson,12
2017,Central African Republic,Colorado,Colorado Springs,2
2017,Central African Republic,Connecticut,Hartford,3
2017,Central African Republic,Florida,Tampa,5
2017,Central African Republic,Georgia,Atlanta,13
2017,Central African Republic,Georgia,Clarkston,2
2017,Central African Republic,Illinois,Chicago,2
2017,Central African Republic,Maryland,Baltimore,1
2017,Central African Republic,Maryland,Riverdale,7
2017,Central African Republic,Michigan,Grand Rapids,2
2017,Central African Republic,Michigan,Lansing,8
2017,Central African Republic,Missouri,Saint Louis,1
2017,Central African Republic,New York,Syracuse,3
2017,Central African Republic,North Carolina,Durham,6
2017,Central African Republic,North Carolina,Greensboro,8
2017,Central African Republic,Oregon,Portland,1
2017,Central African Republic,Pennsylvania,Erie,1
2017,Central African Republic,Texas,Abilene,3
2017,Central African Republic,Texas,Dallas,20
2017,Central African Republic,Wisconsin,Madison,1
2017,Chad,New York,Utica,1
2017,Chad,North Carolina,Durham,1
2017,Chad,Oregon,Portland,1
2017,China,Colorado,Denver,3
2017,China,Illinois,Chicago,1
2017,China,New Jersey,Jersey City,3
2017,China,New York,Huguenot,1
2017,China,New York,Ithaca,1
2017,China,New York,New York,4
2017,China,New York,Syracuse,1
2017,China,Washington,Spokane,1
2017,Colombia,Alabama,Bessemer,3
2017,Colombia,Arizona,Glendale,3
2017,Colombia,California,Sacramento,1
2017,Colombia,Colorado,Denver,3
2017,Colombia,Connecticut,New Haven,2
2017,Colombia,Florida,Delray Beach,2
2017,Colombia,Florida,Doral,4
2017,Colombia,Florida,Jacksonville,18
2017,Colombia,Florida,Lake Worth,1
2017,Colombia,Florida,Miami,8
2017,Colombia,Florida,Orlando,10
2017,Colombia,Florida,Palm Springs,17
2017,Colombia,Florida,Tampa,17
2017,Colombia,Georgia,Atlanta,2
2017,Colombia,Illinois,Chicago,7
2017,Colombia,Louisiana,New Orleans,3
2017,Colombia,Massachusetts,South Boston,2
2017,Colombia,Nevada,Las Vegas,1
2017,Colombia,New Jersey,Camden,2
2017,Colombia,New Jersey,Newark,4
2017,Colombia,New York,Buffalo,6
2017,Colombia,New York,Ithaca,3
2017,Colombia,North Carolina,Charlotte,2
2017,Colombia,North Carolina,New Bern,9
2017,Colombia,Ohio,Dayton,3
2017,Colombia,Pennsylvania,Pittsburgh,5
2017,Colombia,Rhode Island,Providence,4
2017,Colombia,Tennessee,Knoxville,7
2017,Colombia,Tennessee,Memphis,5
2017,Colombia,Tennessee,Murfreesboro,4
2017,Colombia,Tennessee,Nashville,6
2017,Colombia,Texas,Houston,8
2017,Colombia,Virginia,Charlottesville,1
2017,Colombia,Virginia,Harrisonburg,6
2017,Colombia,Washington,Richland,1
2017,Congo,Nevada,Las Vegas,1
2017,Congo,New York,Buffalo,2
2017,Congo,Virginia,Charlottesville,1
2017,Cuba,Connecticut,New Haven,1
2017,Cuba,Florida,Clearwater,4
2017,Cuba,Florida,Delray Beach,3
2017,Cuba,Florida,Doral,12
2017,Cuba,Florida,Hialeah,9
2017,Cuba,Florida,Homestead,1
2017,Cuba,Florida,Jacksonville,2
2017,Cuba,Florida,Miami,13
2017,Cuba,Florida,Miami Beach,1
2017,Cuba,Florida,Miami Springs,6
2017,Cuba,Florida,Palm Springs,5
2017,Cuba,Florida,Tampa,4
2017,Cuba,Florida,West Palm Beach,2
2017,Cuba,Maryland,Baltimore,2
2017,Cuba,Massachusetts,Worcester,1
2017,Cuba,Nevada,Las Vegas,2
2017,Cuba,New Jersey,Elizabeth,1
2017,Cuba,New York,Buffalo,2
2017,Cuba,Pennsylvania,Lancaster,9
2017,Cuba,Tennessee,Memphis,2
2017,Cuba,Texas,Houston,4
2017,Cuba,Texas,Vernon,1
2017,Dem. Rep. Congo,Alabama,Mobile,19
2017,Dem. Rep. Congo,Alaska,Anchorage,9
2017,Dem. Rep. Congo,Arizona,Glendale,30
2017,Dem. Rep. Congo,Arizona,Phoenix,176
2017,Dem. Rep. Congo,Arizona,Tucson,69
2017,Dem. Rep. Congo,Arkansas,Fayetteville,25
2017,Dem. Rep. Congo,California,Irvine,10
2017,Dem. Rep. Congo,California,Lakeside,12
2017,Dem. Rep. Congo,California,Oakland,8
2017,Dem. Rep. Congo,California,San Diego,68
2017,Dem. Rep. Congo,California,San Jose,1
2017,Dem. Rep. Congo,Colorado,Aurora,12
2017,Dem. Rep. Congo,Colorado,Denver,68
2017,Dem. Rep. Congo,Colorado,Fort Morgan,1
2017,Dem. Rep. Congo,Colorado,Lakewood,28
2017,Dem. Rep. Congo,Connecticut,Bridgeport,16
2017,Dem. Rep. Congo,Connecticut,Hartford,30
2017,Dem. Rep. Congo,Connecticut,New Haven,14
2017,Dem. Rep. Congo,Connecticut,Norwich,6
2017,Dem. Rep. Congo,Florida,Clearwater,32
2017,Dem. Rep. Congo,Florida,Delray Beach,4
2017,Dem. Rep. Congo,Florida,Doral,5
2017,Dem. Rep. Congo,Florida,Jacksonville,48
2017,Dem. Rep. Congo,Florida,Orlando,38
2017,Dem. Rep. Congo,Florida,Tallahassee,59
2017,Dem. Rep. Congo,Florida,Tampa,82
2017,Dem. Rep. Congo,Georgia,Atlanta,148
2017,Dem. Rep. Congo,Georgia,Clarkston,3
2017,Dem. Rep. Congo,Georgia,Decatur,1
2017,Dem. Rep. Congo,Georgia,Gainesville,1
2017,Dem. Rep. Congo,Georgia,Stone Mountain,13
2017,Dem. Rep. Congo,Idaho,Boise,103
2017,Dem. Rep. Congo,Idaho,Twin Falls,45
2017,Dem. Rep. Congo,Illinois,Aurora,17
2017,Dem. Rep. Congo,Illinois,Chicago,60
2017,Dem. Rep. Congo,Illinois,Moline,19
2017,Dem. Rep. Congo,Illinois,Rock Island,1
2017,Dem. Rep. Congo,Illinois,Rockford,63
2017,Dem. Rep. Congo,Indiana,Fort Wayne,3
2017,Dem. Rep. Congo,Indiana,Indianapolis,79
2017,Dem. Rep. Congo,Iowa,Altoona,9
2017,Dem. Rep. Congo,Iowa,Cedar Rapids,47
2017,Dem. Rep. Congo,Iowa,Des Moines,38
2017,Dem. Rep. Congo,Iowa,Iowa City,10
2017,Dem. Rep. Congo,Iowa,Johnston,2
2017,Dem. Rep. Congo,Iowa,Urbandale,11
2017,Dem. Rep. Congo,Iowa,Waterloo,5
2017,Dem. Rep. Congo,Kansas,Kansas City,46
2017,Dem. Rep. Congo,Kansas,Lenexa,1
2017,Dem. Rep. Congo,Kansas,Wichita,39
2017,Dem. Rep. Congo,Kentucky,Bowling Green,32
2017,Dem. Rep. Congo,Kentucky,Lexington,70
2017,Dem. Rep. Congo,Kentucky,Louisville,163
2017,Dem. Rep. Congo,Kentucky,Russell,5
2017,Dem. Rep. Congo,Maine,Portland,32
2017,Dem. Rep. Congo,Maryland,Baltimore,25
2017,Dem. Rep. Congo,Maryland,Landover,2
2017,Dem. Rep. Congo,Maryland,Riverdale,7
2017,Dem. Rep. Congo,Maryland,Silver Spring,6
2017,Dem. Rep. Congo,Massachusetts,Boston,9
2017,Dem. Rep. Congo,Massachusetts,Lowell,18
2017,Dem. Rep. Congo,Massachusetts,Lynn,4
2017,Dem. Rep. Congo,Massachusetts,Northampton,9
2017,Dem. Rep. Congo,Massachusetts,South Boston,1
2017,Dem. Rep. Congo,Massachusetts,Springfield,15
2017,Dem. Rep. Congo,Massachusetts,Westfield,11
2017,Dem. Rep. Congo,Massachusetts,Worcester,28
2017,Dem. Rep. Congo,Michigan,Ann Arbor,9
2017,Dem. Rep. Congo,Michigan,Battle Creek,3
2017,Dem. Rep. Congo,Michigan,Grand Rapids,168
2017,Dem. Rep. Congo,Michigan,Kalamazoo,1
2017,Dem. Rep. Congo,Michigan,Lansing,81
2017,Dem. Rep. Congo,Michigan,Traverse City,1
2017,Dem. Rep. Congo,Minnesota,Blaine,1
2017,Dem. Rep. Congo,Minnesota,Golden Valley,4
2017,Dem. Rep. Congo,Minnesota,Inver Grove Heights,6
2017,Dem. Rep. Congo,Minnesota,Minneapolis,15
2017,Dem. Rep. Congo,Minnesota,Richfield,6
2017,Dem. Rep. Congo,Minnesota,Saint Paul,23
2017,Dem. Rep. Congo,Mississippi,Jackson,1
2017,Dem. Rep. Congo,Missouri,Columbia,25
2017,Dem. Rep. Congo,Missouri,Kansas City,77
2017,Dem. Rep. Congo,Missouri,Saint Louis,88
2017,Dem. Rep. Congo,Missouri,Springfield,33
2017,Dem. Rep. Congo,Montana,Missoula,10
2017,Dem. Rep. Congo,Nebraska,Omaha,13
2017,Dem. Rep. Congo,Nevada,Las Vegas,64
2017,Dem. Rep. Congo,Nevada,Reno,9
2017,Dem. Rep. Congo,New Hampshire,Concord,47
2017,Dem. Rep. Congo,New Hampshire,Manchester,11
2017,Dem. Rep. Congo,New Hampshire,Nashua,3
2017,Dem. Rep. Congo,New Jersey,Elizabeth,7
2017,Dem. Rep. Congo,New Jersey,Highland Park,7
2017,Dem. Rep. Congo,New Mexico,Albuquerque,44
2017,Dem. Rep. Congo,New York,Albany,14
2017,Dem. Rep. Congo,New York,Buffalo,132
